text,category,label_id
Acting ഒരു രക്ഷയും illa.... baki illathoke pinne,Positive,0
Ivide Palakkad Jayettan Fans club nnu ashamsakal!! Adichal romam ennikum athaanu Thrissur pooram,Positive,0
പടം പൊളിക്കും HBD mammokka By Die hard ettan fan,Positive,0
Releaseinu 1 week munne ithu onnum koodi kanan vannavar undo?,unknown_state,1
Usha udup paadiya lucifer anthem ethanu? Padathil kandilallo.. Arkenkilum ariyo..?,unknown_state,1
Mobile phonil kadapoolee ekkane ??appole theateril anakilo,Mixed_feelings,4
Edayk edayk views nokan varunath njan mathram aano🤔,unknown_state,1
Onnum parayan illa laletta u trigger again ...,Positive,0
Dae Ajithaaa copy adikathada Mohan Lal,Negative,3
Kfc chicken vekkaan kayariyappol,unknown_state,1
oru moideenum katinintavila odiyan vendi,unknown_state,1
Gilla plus loham plus ramaleelaa...naariya kopi adiii,Negative,3
Dear Mammookka,Positive,0
Onnil kuduthal kanda trailer ambooo powli....,Positive,0
HAPPY BIRTHDAY MAMMOOKA BY ETAN FAN,not-malayalam,2
Ramesh pisharadi aanu director ennu kettapo valippu padam aakumennu karuthi..trailer kandapo mosamakilla ennoru prithisha vannu..,Mixed_feelings,4
Official trailer release aakunnathinu mumbe dislike adikkan kure mammunni fans oolakal..,Negative,3
Watching again and again and again and again for mammookkaa,not-malayalam,2
By the by Prithviraj &suraj ??,not-malayalam,2
As a mammokka fan trailer kidukki padam nalla oru vijayamayi theeratte,Positive,0
Youtube hang avan ready ayiko L,Positive,0
ippo mansilai e padam 8 nilayil pottum,Negative,3
FDFS book cheyyum ennu urappullavar ivde likikkoo,unknown_state,1
Oohh my Godddd,not-malayalam,2
Onnu urappa full entertainment movie yaa.. Yente ponnu ikka fans onnu kaddak pidichaal oru blockbuster engu poorum ....,Positive,0
Lalettan - Prithivi combo vera level... Pwolichu Lalettan & Prithivi fans like adiku makkale,Positive,0
Like kuddunnu onnd pakshe views kuddethe enthaa,unknown_state,1
Mammooka die Hard fans LIKE adichu polikk ith logam kaathu ninna RAJA yude varav ith polikkum,Positive,0
29K Dislike adichavar Padam kandu kaanum lo... Oro Dhurendhangal...,Negative,3
Alinje polinja trailer.. odiyan aakumo ?? 🤓🤓,Negative,3
Padam kandit trailer kanan vannavarundooo,unknown_state,1
Mmk ikkem ettananum ore level aannnu ath vere level,unknown_state,1
Dialogue pora msmmookka paranjaal onnoode ushaaraayene,Negative,3
trailer kidukki look at the likes,Positive,0
38k views 20k like polichu,Positive,0
Tovino.Namak uruttane... Ayyyo adipoki mass muvi ayrkum katta waiting,Positive,0
Direction maarakam prituiraaj nee tanne cheytathaano atho ariyunnavare kondu cheyyichathaano aaraayaalum massayittundu Well job man,Positive,0
Nammda akshay daavin oru like adi,unknown_state,1
Mammookka Haneef Adeni shaji padoor Gopi sunder Mahesh narayanan,unknown_state,1
SECOND BOX OFFICE GROSSER IN MALAYALAM MEGASTAR MAMMOOKA,not-malayalam,2
Athoru valya kathaya Mone paranju thudangiyaal oru 10-30kollathe charithram parayendivarum,unknown_state,1
Ichayan kasari. Kiduki. Porich. Njgal tcr karude swagraya ahagaram,Positive,0
9.6k dislikes from Antony perumbavor ( undaya.......),unknown_state,1
Traileril Oru kidilan surprise undakum ennu visvasikkunnavar like adii..,unknown_state,1
Like nokaan varunnadh njan mathramaano..,unknown_state,1
King is oll ways king 🤙 ഏട്ടൻ ഇഷ്ട്ടം,Positive,0
Amitha pratheesha vekunila anyway katta waiting #L,Mixed_feelings,4
full bgm ... #jjstudioz #kalki,not-malayalam,2
O M G heavy mamookkaa,not-malayalam,2
Nenjinakath Lalettan Nenjuvirich kond parayum numma oru lalettan fan anenn _______________katta waiting,Positive,0
sathyam paranjaal trailer oru maja illaa,Mixed_feelings,4
Padam average filim mathrameyullu fansukar pokkiparayunna rasamonnum padathinnillaa,Mixed_feelings,4
Vannu vannu avan vannuIkka love yuu,Positive,0
Evdeyokkeyooo Oru pulimurugan...dadi Girija.. Fight.. Music...... Evdeyokkeyooo 🤔🤔🤔,Mixed_feelings,4
Happy birthday mammukka gana gandharvan polichadukkum next block bluster,Positive,0
Nte ponnnoooo enthaaa makkkale immmale ikkkkade aaa oru idh🥰🥰🥰,Positive,0
Lalettan fans and prithviraj fans hit like,not-malayalam,2
entry istam like for lusifer lalettan,Positive,0
Katta ikka fans indangi like adichu pottiku,unknown_state,1
Oru rakshayumilla.repeated mode on... Njan kandathil vech ettavum best trailer,Positive,0
68 vayassunden oke paranj ingane pattikkale en parayanam sire....,unknown_state,1
Bilal john kurishingalinte aniyan aano ini,unknown_state,1
arokee ningaldee comentsnu etraa like kittenu nokkan vannu,unknown_state,1
Nov 21 pakkalaam intha kaaliyude aattathe,not-malayalam,2
Katta pretheekshaaa....... Luv u alla ...,Positive,0
Poram lokham ariyatte HBO Channelil parashiraja kanaichath pole .peranpu pole ikkayilude malayala cinimaye ariyatte .,unknown_state,1
Eeee cinema thanna venuchettan muthaaan muthumaniyaanu,Positive,0
Ente ponno......maranamass item. Kidilan making. Fight apaaram. Sound modulation oru rakshayumilla. Oru adaru item thanne,Positive,0
Hindi movie (old Darmki dese remek,not-malayalam,2
Ini vendathu oru 100kodiyanu... athu ithiloode kittatte,Positive,0
0.50 athu nammude Marimayam Unni alle?,unknown_state,1
Padam vere level aaavum.... Mammulaaaal fanz,Positive,0
Teaser pole oombiyilla.... Trailer kidukki.... Lalettan Fan,Mixed_feelings,4
Kozhopolla,Mixed_feelings,4
6.3 dislike veru verupp athanne karanam,Negative,3
Ndaapooo ndayee.....inendaa vishuaa....ara ewde padakam pottichee.... uff romanjam_ahangaaram#ikka,unknown_state,1
Mamangathine Ajaygopal fansinde vijayasamsakal.,Positive,0
Ende ponnoe ejathy trailer kandall ariyam ikka ethu rengill ulla allannennu,Positive,0
Njan mathramanoo. Ith veedum veedum kanunnath,unknown_state,1
Orroo...framintayum quality Rajuattan magic,Positive,0
Mammootty pwolikkum,Positive,0
Mammookka..... Uff ijjathi .. Ente ponnikkkaa polichuuu.... Katta waiting,Positive,0
Lalettante Adutha 100 Kodi ithayirikkumodiyan enthaaa sheriyalle,unknown_state,1
Malayalam padam odikkenda takkesil achayn keri telugu padam odichuuuu,unknown_state,1
Haters pani thodangind makkale.....sahikunnilla avrkithe kanditte..,Negative,3
Ee pani thannaya kure kalamayii cheyunne.pani ariyavunthathu kondaa pidichu nilkunnaaa...mass and class dialogue..luv u ekkaaa,unknown_state,1
100k likes in 1 hr.,not-malayalam,2
madhura raja trailer kandu.athinte hangover maran lucifer trailer repeat adichu kandu.ippozha samadhanamaye!,unknown_state,1
105 k likes.. 17 k views 🤔🤔,not-malayalam,2
Raja raja raja...madhura veera raja,unknown_state,1
Aettanta padathin ikka fansnte ashamsakal 🤗🤗🤗,Positive,0
Yedaa Mamooty poora,Negative,3
I'm from Telangana. Love you Mohanlal sir .,not-malayalam,2
avasanethe chadiyulla adi adh polich ikkaaaaaa,Positive,0
RAJA RAJA RAJA MADHURA Veera RAJA,unknown_state,1
Madhuraraja teasor kandu nalla katta bore ayittu undu. Mammukka ethavana yum Vishnu Unnikrishnan tae boxoffice records vettikkum ennu thonunilla.,Negative,3
Ente Ponno Goosebumps ... kidu bgm,Positive,0
fans ticket kittiyavar ivide like adii,unknown_state,1
Trending No . 1. Varanam jayettan daaaaaaaaaaa,Positive,0
Pratheeksha nallonam und,Mixed_feelings,4
Unlike adicha mammunni fansinu irikkatte oru kuthirapavan,Negative,3
Jeyetta padam full undo trailer il?? Sambavam colour aayittundalloo...,Positive,0
Thriller movie,not-malayalam,2
Mamakam Hit Aavum ennulever adi makkale like,unknown_state,1
Family entertainer? Family kk kanan pattatha movie full inner meaning,Negative,3
Sambavam deep freezeril pettu poyi athann,unknown_state,1
Vere Level One Ikka - Rajuvettan,Positive,0
Entae jeevathil ithrayum pravishyam trailer kanda verae oru cinemayum illa,Positive,0
Kidu frames kidu bgm ellarum kidu look kidu making pinne kidilolkidilan Lalettanum verentha vende heavy,Positive,0
Ethra viewers ayi ennu nokkan varunar arokeya..,unknown_state,1
ith rajuvattante sambil lusipur adaar aitam varunnu MEAGA STAR MAMMUKKAYAN MAKKALE,unknown_state,1
Njaanum our Tovino enna actora ishtapedunna alu thannaya trailer mass ayitundu but achaayanta soundinu mass effect kurachu kuravaanu,Mixed_feelings,4
Thalaivaaa 🤩 🤩🤩 🤩🤩 🤩🤩 🤩🤩 🤩🤩 🤩,not-malayalam,2
Madhurarajakku madhuram theereyundakilla bhayankara kaypayirikkum njan panthayam vekkam,Negative,3
Ikkaaaaa. Ingale ennaa level aah. Ee prayathilum body... Muthane,Positive,0
Raju ettan powli,Positive,0
New benchmark in malayalam cinema. ..,not-malayalam,2
Trailer cut ഒറ്റപേര് editor Donmax വേറെ ലെവൽ,Positive,0
Oh iyalude Ela padavum iyalu jailil kidana anubavavumayi copy Anu Nala pila anu enu kqnikan akum.,Negative,3
innanu movie kandathu.....kidu nnu paranjal pora......kidilokkidilam,Positive,0
Trailer ethanennu mumbu thanne kore peru dislike adichatind Ivanmaaroke aanu e naadinu shapam champu naarikalu,Negative,3
Idvere vere chilar parannadaaannn muruga nee theernnada ennn ..ini nangal mammookka fans sherikkum parayunnnu .....MURUGAAA ....NEE THEERNNADA .IKKA LOVE,Positive,0
Ith surajinte padamaane enne thoniyarvar like adikku,unknown_state,1
sathyam parayalow kaNubol ente police traing kalam ormavarunu,Positive,0
Dislike adichavarod nammal lalettan fans n verum pucham matrame ullu Lalettan ishtam Lalettan uyir,Positive,0
50.dhe pravshyem kandu kolakkolli trailer,Positive,0
Katta ikka fans unddegil like adi..,unknown_state,1
Haha..1.35 il raajuvettane kandavar ivide like adichee,unknown_state,1
Iyaalkkokke cinema nirthi DQ nte makkale nokki veettil irunnoode..?,Negative,3
Enta ponna oru rashayum ila kidu padam,Positive,0
Suraj ettan powli..koode soubin ekka...pine paryano ....katta Waiting anee,Positive,0
Intha trailer ah pathutu nama thala ajith yabagam vanthavangala like podunga..,not-malayalam,2
Trailer kandappazhe urappichu padam mass vijayichu,Positive,0
im from mars but i love laletan,Positive,0
Ikkayude johny walker ormma varunnuu vere level,Positive,0
Ithupole oru trailer iniyundakumennu thonunnilla. Superb,Positive,0
IKKA PWOLI BGM oru rakshayum illa,Positive,0
Jayasurya chettan mass lookaaa pakka mass don,Positive,0
Mammookka de adutha 100 kodi padam aayirikkum #UNDA ennu urapp ullavar like adikkada pillere...,Positive,0
6.1k mamunni fans ithe kandu ennu aa dislike button kandapol manasilayi,Negative,3
I'm from Tamilnadu...i like mamooty sir.. trailer,not-malayalam,2
dayav cheyth pretham 3 irakkaruth plzzz athrank unda padamaayirnn pretham 2,Negative,3
Su sugunan su gu sugu su gu suu bug una,unknown_state,1
Avasanam sathya moorthy ips avathorunna mati🤣🤣,unknown_state,1
Very good movie-making skills in your language.. keep up the good work,not-malayalam,2
Villain Tovino & vivek oberoi ...( just a guess ),unknown_state,1
Ikka fan aaya Nikku nalla urappundu,Positive,0
Ikka powlichu onnum parayanilla trailer ethanel padam enthakum,Positive,0
To be very frank,Negative,3
Tovino look. & BGM vere level,Positive,0
bgm korachoode nannaakkayirunnu..fan made bgm poley.....,Mixed_feelings,4
Pinneum pinneum ithu kaanuna ethra peer und,unknown_state,1
Laletttaaan fans adichu potikda like button,unknown_state,1
Mass mass pakka masss,Positive,0
Njaan aadym vichaariche punyalan 3 aanenaa,unknown_state,1
Mamangam...nte ammooo marana massss...trailer.... verum item allaaa.... ith oru onnonnara item anuu....ikkaaaaaaa,Positive,0
16k views.. But 56k like.... എപ്പിടി 🤔,unknown_state,1
Ikka bakthanmaar like adi Ikka istham,unknown_state,1
Teaser ille kittiya mass triller ille kittilla,Mixed_feelings,4
Madhurarajaykku LUCIFER inte half like polum kittillannu urappullavarkku like adikkan after # madhuraraja trailer,unknown_state,1
Happy birthday mammookkaaaaaaaaa Ilove you Ganagandharvan waiting,not-malayalam,2
Dislike adikan mtram Kure per nokiyiriunna polund,Negative,3
1 1/2kaalan police randu kaalukalumayyi veedum,unknown_state,1
Oru pandi padathinte trailer innu irangiyitundu...kandavar onnu parayane..avide ellaam thribilaa🤣🤣🤣,Negative,3
Njan oru ikka fan alla paksha as a malayali i am katta weiting for raja 2,Positive,0
Dislike adichavar ettavum valiya oolakal...... bldy idiots...,Negative,3
Karayippikuvo muthe... Happy bday ikka.... Waitg,Positive,0
Eth vetavalliyanmara dislike adiche..,Negative,3
Evan evan lam #maduraya sontham kondaduvathunu vevastha ilama pochuda...,not-malayalam,2
superb trailer dileepettan & sidhique ikka best of luck,not-malayalam,2
Kanunnathinu munpe dislukke like adichaa ellaa malavangalkkum ente naduviral namaskaram,Negative,3
Ithu enthanu kilichundan mambazhamb 2 parto..hihi comedy padamanennu thonunnu,Negative,3
Ravile eneet trailer kanan vannavar ndo....,unknown_state,1
Lalletan fansinte ella supportum und ikka..... Ethu porikum.... Oru samsayavum venda...,Positive,0
ith oru oola padam aayirikum enn manass parayunu,Negative,3
Kalkikku malayalathinte dhathuputhran alluarjun fansite vijayaashamsakal,unknown_state,1
Ravanan aya avane nerkuner illaathakkan oru maha avatharam thanne vendi varum....poli,Positive,0
Fans kaar.... Pls padathinu hype koottaruthu... Ithu oru sadharana cinema yanu... Dayavu cheythu nashippikkaruthu....,unknown_state,1
Trailer kidu aie annulavarkke Likam (onnu likada),unknown_state,1
If you are bad im your dad,not-malayalam,2
Happy birthday Ikka love u Pratheeshkal athiru kadanu Ganagandarvan keralakara keezhadakum,Positive,0
Oru pooram Trilar Vijariichu Vannappooo oRu Mass Trilar aayiii thoonniyavarr Like Aahdii.....,Positive,0
maarana mass Raja is back,not-malayalam,2
Big waiting for Mamangam,not-malayalam,2
Trailer kollarkium nu oru pratheeksha ondarinnu...pakshe ithu athukkum mele,Positive,0
Prithviraj Undennu Arinju Trailer Kandavar Like Adiku 1:01 Zayed Masood,unknown_state,1
Eathu nayinte makkal avao dislike adiche,Negative,3
Polichu ikka suppar u r great,Positive,0
Ith ini indian cinema yude mamangam,Positive,0
Madhura Raajaye pottikkum ennavar like adi,unknown_state,1
Dislike um kurayunnu..23k ninnu 13k aayi...appo ee chettatharam kanichathu aaru ennu parayendelloo,Negative,3
Mammookka unni mukundan achuthan,unknown_state,1
Ipo tanne 5 vattam kandu vallatoru trailer,Positive,0
Super bb. Lalettaaaa,Positive,0
Lucifer lucifer lucifer a10 a10 a10,unknown_state,1
First l00crore Malayalam film pulimurrukan First 200crore odiyan is loading,not-malayalam,2
Padam kandu.. ennittum veendum tralier kaanan thonunnu.....,unknown_state,1
@ 1:03,not-malayalam,2
Njanetha parayendath......... Onnum parayaanilaaaaaaa..... Laaaaalettttttttttaaaaaaaaaa.......ummmmmm aaaaaa,Positive,0
Pworich kurach kalangalaayi ijjathi padem Tamil mathram aannu kandirunnath .eni malayalathilum kannaan ulla bhagyem Ind .Poli Poli poli,Positive,0
Next pullikaran stara or uncle loading 🤭,Mixed_feelings,4
Trailer kalaki Pwolichu madhura raja cenimakku vendi katta waiting,Positive,0
Super trailer cinema kandale bakkie parayan kaziykka llu,Positive,0
100 k avunnath mumbe kandavar like,unknown_state,1
Ithu pole bgm ulla mass trailer ithu vare iragiyittila .,Positive,0
Music chila sthalangalil alambayi ....dialogue perfection kittunnilla,Negative,3
Ekka @ Madhura Raja,unknown_state,1
Dislike full odiyan kanji fans,Negative,3
Odiyante sheenam njnga lalettante piller ee luciferil ang theerkum....,Positive,0
Class trailer,Negative,3
Lalettan illatha eanth sinima le makkale kodk like,Positive,0
Rajuvetta ningal maranmass love you oru great success avate....,Positive,0
Lucifer movie kanditt ethil comment edaan vannavar like adi..... Mass lucifer lalettan mass,Positive,0
Kidukkachi laletta ningal mass alla kolamassanu,Positive,0
Age 68 mammmukka da,unknown_state,1
Kaaneda പിള്ളേരെ.. 100K Views & 34K Likes in 5 Minutes 60K likes in 15 Minutes,unknown_state,1
Soubin achanod vazhakakakunu...achanu sahayathinu robotine soubin set akunu...robotinte koode jeevikuna achan parishkari akunu...achanum makanum onnikunu...subham,unknown_state,1
Ethu puthu charitharam.,Positive,0
Onnu vegam dec 14 ayya mathiyayirinnu,Positive,0
Kidukachi trailer... Bgm oru rekshayum ella.....,Positive,0
Sathyam paranjaal trailer kandit vella majjeyonnullalla,Positive,0
nee okke ara trousar itt ajandhayil aadhipapam kanumbo njn vitta scean aa idh...yeah mammukaah,unknown_state,1
Hacking likes um Views um koottan nokiyitt moonjipoya mammootti fans evdede.. Oru Maryadhayoke Vendedey,Negative,3
Ithu Kolakolli item Lalettan fans kathirunna padam Ith thakarkkum Lalettan fansnu aakosham mmakk pwopichadkkam,Positive,0
Ithu Vera levelakum urappa..... Ela ikka fansinum all best....,Positive,0
Ufffffff ichayaaa pwolich ur die hard fan 4 ever,Positive,0
Adipoly🤩🤩lalettan fan thanne aaganamennilla sharaashari oru cinema premi aayaaal mathi ith kandit romaanjification undaagan🤩🤩🤩🤩🤩kidue !!,Positive,0
Nalla padam ayirikatte odian pole akathirunnaal madi all the best,Positive,0
Kalam ethra poyallum charithra purushanmare prathinithikarikkan angh kazhiyunnundallo mammooka,Positive,0
Fans show unndavummo?,unknown_state,1
Laalinu pakaram vere oru nadan akamayirunnu lal ithepole orupadu cheyithittundu,Negative,3
Oooohhhh oru rakshayum illaaaa... Pwolii poppwoliiii Ingalaan thaaram,Positive,0
Kilichundan maambazhathile slang . Oru matullalaa,Mixed_feelings,4
Ende ponno 68 vayasaya oraluda body thanneyano ith.... 🤩.. NAMICHU PONNIKKAAAA,Positive,0
Immanuvel pokan pokunna item kikidu hbd mammokka,Positive,0
Katta Dileep Ettan Fans um Ee Movie vijayikyum ennu ullavar Adi like,unknown_state,1
Nanayitunduuu...... trailer kurachu koodi nanakam ayirunu,Positive,0
padam 2 thavana already kandavar aarelum undoo,unknown_state,1
Helen enna perinte vethyastatha kond vannavarundo??,unknown_state,1
Surajettante voice oru podik koodi aged avannu,Negative,3
Rashtriyam,Negative,3
Ividippo Malayalikal kuravanallo #Lalettan #Prithviraj #Lucifer,unknown_state,1
120k lyk pakshe 22k views ullu Ntho saangethika thakarar und🤔,unknown_state,1
3:15 am ksa time nu kanunnund bro,unknown_state,1
Minimum 3 Thavana kanathathayi arum kanilla....,Positive,0
Come on india lets make it 8 million....,not-malayalam,2
Idh 2 million cross aghanam enn agrahikunnavar adi like,unknown_state,1
Mass nnu paranjaa ikkayaanu.. MASTER of MASSES.. Adaar trailer.. Mammookkaaa,Positive,0
chankurappulla ikka fans vaa 21 nu charithram kurikkum,unknown_state,1
njn kandathl Etavum mikacha trailer yennu thanne prym #ikka <3 .. #Ennum ikka,Positive,0
Kanji fans dis like adichu thakarkkunnudu,Negative,3
Ethile fight scene kaanaan akrahikkunnavar like,unknown_state,1
Hpy bdya ma lovely ikka,Positive,0
Ikka fans kuthhy marinjalum luciferinete oru recordum thakarkilla,Mixed_feelings,4
Nte ponnikkaaa inghal enthinilla porappadilaaa nte ammooo poli,Positive,0
All the best ikka- By a die hard ettan fan,not-malayalam,2
padam kanditt ivida vannavar aarokke ??,unknown_state,1
Ente ammo kidilam trailer L___ && MR,Positive,0
Katta waiting.... maranamass trailer......,Positive,0
VOICE MODULATION. THE BEST IN THE WORLD,not-malayalam,2
All the best for movie mamankam...katta lalettan fan...,Positive,0
1:45 enta ponooo ..ota peru Mammootty...,Positive,0
Ejjath oru rakshayum llaaaa katta waiting,Positive,0
Ennik mathram aano 200 cr clubil ee movie keerum enn thoniyath ?,unknown_state,1
kanjikoduthu avasanam.. kill that bastard..our lady superstar,unknown_state,1
vyshak sir trailer search cheythitt kittunilla innala kittiyirinu,unknown_state,1
Ith verum mass alla marana mass,Positive,0
Lucciferine pizhutheriyan ravananaaya aa avatharam varunnu,unknown_state,1
Ente mone al powli ikka ishtam,Positive,0
Appol lalettante padathinte Record ellam thakarthu eriyan pokunnu alle ayikotte malayala Cinema uratte,Positive,0
Rajuettan and ikka fans like adi,unknown_state,1
watch all #mohanlal #mammooka fans 🤜🤛,not-malayalam,2
Trailer kandathode padathinu oru theerumaanayi chali padam,Negative,3
tamil-telungu-malayalam orrumichu release cheydhal valiya orru sambvam aggum,Positive,0
Ente ponnnnoooooo.... Vere level,Positive,0
Njan laalettan fana pakshe i love this movie,Positive,0
Pls support me pls My channel subscribe pls Pls,not-malayalam,2
Tovino machane fight scene poratto... eniyum valaraan undu,Negative,3
Oru prethikshayillarnu madhuraja but parayathirikan vayya visuals vere lvl,Positive,0
Trailerin otta kurappama ullu njankluda ikkayuda face kandela,Mixed_feelings,4
Varunnathu manthriyo bhadano alla rajavanu rajavu,unknown_state,1
Chechiuede mukham kandu like cheythavar aroke ikka,Positive,0
Powli trailer Ikka oru rakshayum illa kidu,Positive,0
I'm didn't blink even for 1sec...,not-malayalam,2
Jo jeetha wohi sikhandar oke pole undu,Mixed_feelings,4
Kidilan trailer .. ikka ushaarrr ithu super hit aakumennu urappichavar ivide chumma likeetu pokko..,Positive,0
Katta waiting for mahuraja entry Like adikku makkalaee,unknown_state,1
Lalettan Masss Lalettan ki jaiii,Positive,0
YouTube nde kaat poyirikkugayaan.. 1 manikkoor aayi ithuvare YouTube nde hang maariyittilla..🤣🤣,unknown_state,1
Lucifer ini kandam vayi odedi varum,Negative,3
laletta polliku full support annu,Positive,0
Mohanlal stunning look with kgf bgm,not-malayalam,2
Ella Lalettan chunkum oru like adikoo ivide.....pinne ee chanelum onnu subscribe cheyoo,unknown_state,1
.35 oru pulimurukan touch vannu .enthayaalum sambavam kidkeetund,Positive,0
Mamooka we love u so much..,Positive,0
E jathi trailer pahaya nee sulaimanalla hanumana... hanuman,unknown_state,1
1.30 manoj K jayan Mammookka walk,not-malayalam,2
Karalil thakil adichu,unknown_state,1
NEEGA VAA THALAIVARE #MEGASTAR,not-malayalam,2
Kalki super hit akum enn Bonny parayan paranju,Positive,0
She look like my angel.. ചിന്നൂട്ടി..,unknown_state,1
Happy birthday to you mammookka,not-malayalam,2
4m views + 300k likes + #1 trending - Lallettan,not-malayalam,2
Last sukumaran chettante photo kandavarkk like adikkanulla sthalam,unknown_state,1
Oru kgf trailer polee.. Lalettan pakkaa massss,Positive,0
Romanjification....!! Lalettan Masssssssss...!! Manju chechi Vere Level !!,Positive,0
4.6 M views on 23.03.2019 ::2.07AM,not-malayalam,2
0:27 trailer ലെ mass dialog,Positive,0
Ithoru malayala cinema k oru vazhithirivu aakatte fanisam marannu support cheyyu,Positive,0
Ufffff. Pwoli lalattaa... Katta waiting,Positive,0
Enne pole 50praavisham kandavurundagill adi like,unknown_state,1
Tripple strong nnn paranjapam daridryam akumn vjarich....idh takarthuto....waiting...ee prayatilum thalarata aavesham....ingal vallatoru manusyan thanne,Positive,0
Prithviraj undennu aringuu trailer kanan vannavar atraper,unknown_state,1
Mohan laal ke saamne to to dusre sab actors fail ho gaye yaar...kyaa acting ki he yaar..nice movie,not-malayalam,2
polimass item.. heavy mass... Lalettan,Positive,0
Nte ponno oru rakshayum illatta makinggg......polichu....MAMMOOKKAA,Positive,0
Nammude prithvi amgane veruthe onnum direct cheyillalloo... Lalettante kure nallukalyi irangunnathil aattavum nalla movie....,Positive,0
Raju eattanu nthu Patti... Baki ellavrum ndalo. Ennit egneya rajade story avuva,unknown_state,1
Im from us army i like mammukka action,not-malayalam,2
Prithviraj aanu new character ennu arinjathinu shesham trailer kaanaan vannavar undo? Enkkil like here,unknown_state,1
Thalli thalli kure ayallo oru padamenkilum vijayippichu kanikku kidannu thalli marikkathe,Negative,3
ethra thavana kandaalum veeryam koodunna kolakolli item,Positive,0
Any way kidu sanam... Waiting randamuzham,Positive,0
Lal atten fans from tamil nadu,not-malayalam,2
Face of indian cinima kolamass kolakolli waiting november 21 mamangam day,Positive,0
Dileepettan muthanu ningal lalettan fansanenkil nallathu paranjo kazhapamilla athinu dileepettan undakandataaa,Negative,3
Pwolichu ... lalettaaa,Positive,0
Teaser kand thalliparanjavarkku Trailer oru marupadiyanu including me,Positive,0
Varan irikkunnath mass padam matram alla Comedy entertainer kudiya,Positive,0
E sooraj comedy anel padam odum .. serious carecter anel. Padam poliyum,Mixed_feelings,4
endh kashtaman idh trailer alla teaser ann,unknown_state,1
Kidilam padam...direction ennoke paranja ithaanu mone,Positive,0
sunny akante song ennu Youtubeil varunno annu rajaku alukerunathu nikum,unknown_state,1
Raja Annum Ennum Raja Thanne,Positive,0
Vere level Ikka uff,Positive,0
verey level maranamaass neeralikk polumilla 1 m views,Positive,0
Enta jayetta ithu minnichekkane kazhinjya varshathe nammada pala planum polinjyu ithu athupole avaruthu.' avulla',Positive,0
Trailer idunnathin munb thanne dislike adicha mahaan maark ente oru naduviral namaskaaram,Negative,3
Super acter nammude lalettan Super hero nammude lalettan,Positive,0
Eattante pscho Fan .... Loooov u soooo much....... Laletttaaaaa,Positive,0
Paranjere malayalathil oru stunt master vannitundenn,unknown_state,1
30 pravashyathin melil kanda alkar ivide like,unknown_state,1
Kochin haneefka valsalyam cinema eduthad pole onnil odukkanan prithvirajinte erpadengil Aradagar panhikkidum.,unknown_state,1
Ee role mammookkak aahnnu cherunathu anu arinja...lalettan fans right now kurupottikal....🤣🤣🤣🤣,Negative,3
Hmm ..trailer kandappo oru kaaryam theerumaanamaayi,unknown_state,1
Dis like adichavar aaro avar... onnum parayunnilla,Mixed_feelings,4
King is always King... Mamooka.. Legend,not-malayalam,2
Ente ponne oru rekshem illa kidukkachiiiiiiiiii... Lalettan Hvy....,Positive,0
Sidhik sir. Great performance. Kalakki.,Mixed_feelings,4
mammookka oru rakshayum Illa kiddu,Positive,0
Waste trailer,Negative,3
Lucifer fdfs pokunnu lalettante White n white lookil,Positive,0
മധുരരാജാ ടീസർ : 3hours/27minutes=111k view lucifer:28minutes=152k view,unknown_state,1
Singam model oru kidilan action movie aakatte.....,Positive,0
in english we call sugar daddy,not-malayalam,2
Chila bhagagal pulimurugan le pole thonniii......ikkayude ee movie yum successful aakatte ennu aashamsikkunnuuu.....,Mixed_feelings,4
Ithrayum nal nammal avarude Padam kandu inni avar nammu Padam kanatte #mammucka lovers,unknown_state,1
Pazzhassirajaye kadathi vettum e maamangam.,Mixed_feelings,4
flop kaluda rajakumaran ee padam hit agum pisharadikku,Mixed_feelings,4
Tamil film Pizza de oru style,Positive,0
Cheriya pulli alla avan.. Padicha kallan aa.. Ufff A10..,unknown_state,1
Trailer atra pora . Movie nannayirikumenu pratheekshikunu,Mixed_feelings,4
Fairman oorma vannath enikk matramano,unknown_state,1
Pinnem Pinnem Kanuvaaa Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Positive,0
kandittum kandittum mathi aakunnilla,Positive,0
dislike adikkunna ella myrenmaarrum poyi oomb,Negative,3
172 k views youtube adichu poyo ??,unknown_state,1
Also hats off Depak Dev bgm,not-malayalam,2
Today is my birthday.. Enik oru 10 like tharavo..,unknown_state,1
Pwoli pwoli ee prayathilum enta amoooikkaaaa,Positive,0
ennalum ente mammookkaaaa.. ningayokke enna poliyaan.....ningaleyallathe mattareyum ividonnum sangalppikkan polum pattilla..,Positive,0
Malayala cinemayude khathi kadalinumappuram ethicha punyam ..megastar mammookka,Positive,0
Trailer kanan thudangumbol 25k like,Positive,0
Prithviraj as zayeed masood... Ith pwolikkum,Positive,0
Tovino yude vaayil entha puka aduppano,unknown_state,1
Kore naalk shesham ikkante padam kananam enn thonnath ee trailer kandapola...ith polikum...,Positive,0
Morning eneechepol thanne veendum kandavar arund7.22,Positive,0
Chunk alla chunk edippaaanu laalleettaaan,Positive,0
Trailer Adipoli .. Ore oru mistake..!! Ethilum kudithal SUBSCRIBERS ulla Chennel il Release cheyyanamayirunnu,unknown_state,1
0:54,unknown_state,1
